time,device,mac_id,rss,sector_id,zone_id
2023-11-02 12:39:55,APPLE,5B-68-5A-46-E6-1D,-73,18,18
2023-11-02 12:40:00,APPLE,5B-68-5A-46-E6-1D,-72,18,18
2023-11-02 12:40:05,APPLE,5B-68-5A-46-E6-1D,-64,18,18
2023-11-02 12:40:10,APPLE,5B-68-5A-46-E6-1D,-66,18,18
2023-11-02 12:40:20,APPLE,5B-68-5A-46-E6-1D,-70,17,17
2023-11-02 12:40:25,APPLE,5B-68-5A-46-E6-1D,-70,18,18
2023-11-02 12:40:30,APPLE,5B-68-5A-46-E6-1D,-64,14,12
2023-11-02 12:40:35,APPLE,5B-68-5A-46-E6-1D,-64,17,17
2023-11-02 12:40:40,APPLE,5B-68-5A-46-E6-1D,-69,16,16
2023-11-02 12:40:45,APPLE,5B-68-5A-46-E6-1D,-72,17,17
2023-11-02 12:40:50,APPLE,5B-68-5A-46-E6-1D,-68,17,17
2023-11-02 12:40:55,APPLE,5B-68-5A-46-E6-1D,-65,17,17
2023-11-02 12:41:00,APPLE,5B-68-5A-46-E6-1D,-69,14,12
2023-11-02 12:41:05,APPLE,5B-68-5A-46-E6-1D,-70,16,16
2023-11-02 12:41:10,APPLE,5B-68-5A-46-E6-1D,-84,15,11
2023-11-02 12:41:15,APPLE,5B-68-5A-46-E6-1D,-69,17,17
2023-11-02 12:41:20,APPLE,5B-68-5A-46-E6-1D,-69,17,17
2023-11-02 12:41:25,APPLE,5B-68-5A-46-E6-1D,-75,15,11
2023-11-02 12:41:30,APPLE,5B-68-5A-46-E6-1D,-75,15,11
2023-11-02 12:41:35,APPLE,5B-68-5A-46-E6-1D,-75,15,11
2023-11-02 12:41:40,APPLE,5B-68-5A-46-E6-1D,-73,15,11
2023-11-02 12:41:45,APPLE,5B-68-5A-46-E6-1D,-72,17,17
2023-11-02 12:41:50,APPLE,5B-68-5A-46-E6-1D,-73,15,11
2023-11-02 12:41:55,APPLE,5B-68-5A-46-E6-1D,-73,15,11
2023-11-02 12:42:00,APPLE,5B-68-5A-46-E6-1D,-89,24,22
2023-11-02 12:42:05,APPLE,5B-68-5A-46-E6-1D,-74,15,11
2023-11-02 12:42:10,APPLE,5B-68-5A-46-E6-1D,-74,15,11
2023-11-02 12:42:15,APPLE,5B-68-5A-46-E6-1D,-72,16,16
2023-11-02 12:42:20,APPLE,5B-68-5A-46-E6-1D,-68,17,17
2023-11-02 12:42:25,APPLE,5B-68-5A-46-E6-1D,-70,14,12
