time,device,mac_id,rss,sector_id,zone_id
2023-11-02 09:14:00,APPLE,44-0F-FC-D9-01-92,-73,15,11
2023-11-02 09:14:05,APPLE,44-0F-FC-D9-01-92,-71,17,17
2023-11-02 09:14:10,APPLE,44-0F-FC-D9-01-92,-73,17,17
2023-11-02 09:14:15,APPLE,44-0F-FC-D9-01-92,-71,17,17
2023-11-02 09:14:20,APPLE,44-0F-FC-D9-01-92,-75,15,11
2023-11-02 09:14:25,APPLE,44-0F-FC-D9-01-92,-73,15,11
2023-11-02 09:14:30,APPLE,44-0F-FC-D9-01-92,-71,17,17
2023-11-02 09:14:35,APPLE,44-0F-FC-D9-01-92,-72,17,17
2023-11-02 09:14:45,APPLE,44-0F-FC-D9-01-92,-73,17,17
2023-11-02 09:14:50,APPLE,44-0F-FC-D9-01-92,-71,17,17
2023-11-02 09:14:55,APPLE,44-0F-FC-D9-01-92,-70,17,17
2023-11-02 09:15:00,APPLE,44-0F-FC-D9-01-92,-70,17,17
2023-11-02 09:15:05,APPLE,44-0F-FC-D9-01-92,-71,17,17
2023-11-02 09:15:10,APPLE,44-0F-FC-D9-01-92,-71,17,17
